Team,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
CHI,2,Fri Oct 22 2021,8:00p,,Box Score,,New Orleans Pelicans,W,,128,112,2,0,W 2,
CHI,3,Sat Oct 23 2021,8:00p,,Box Score,,Detroit Pistons,W,,97,82,3,0,W 3,
CHI,4,Mon Oct 25 2021,7:30p,,Box Score,@,Toronto Raptors,W,,111,108,4,0,W 4,
CHI,5,Thu Oct 28 2021,8:00p,,Box Score,,New York Knicks,L,,103,104,4,1,L 1,
CHI,6,Sat Oct 30 2021,8:00p,,Box Score,,Utah Jazz,W,,107,99,5,1,W 1,
CHI,7,Mon Nov 1 2021,7:30p,,Box Score,@,Boston Celtics,W,,128,114,6,1,W 2,
CHI,8,Wed Nov 3 2021,7:00p,,Box Score,@,Philadelphia 76ers,L,,98,103,6,2,L 1,
CHI,9,Sat Nov 6 2021,8:00p,,Box Score,,Philadelphia 76ers,L,,105,114,6,3,L 2,
CHI,10,Mon Nov 8 2021,8:00p,,Box Score,,Brooklyn Nets,W,,118,95,7,3,W 1,
CHI,11,Wed Nov 10 2021,8:00p,,Box Score,,Dallas Mavericks,W,,117,107,8,3,W 2,
CHI,12,Fri Nov 12 2021,10:00p,,Box Score,@,Golden State Warriors,L,,93,119,8,4,L 1,
CHI,13,Sun Nov 14 2021,9:30p,,Box Score,@,Los Angeles Clippers,W,,100,90,9,4,W 1,
CHI,14,Mon Nov 15 2021,10:30p,,Box Score,@,Los Angeles Lakers,W,,121,103,10,4,W 2,
CHI,15,Wed Nov 17 2021,10:00p,,Box Score,@,Portland Trail Blazers,L,,107,112,10,5,L 1,
CHI,16,Fri Nov 19 2021,9:00p,,Box Score,@,Denver Nuggets,W,,114,108,11,5,W 1,
CHI,17,Sun Nov 21 2021,8:00p,,Box Score,,New York Knicks,W,,109,103,12,5,W 2,
CHI,18,Mon Nov 22 2021,8:00p,,Box Score,,Indiana Pacers,L,,77,109,12,6,L 1,
CHI,19,Wed Nov 24 2021,8:00p,,Box Score,@,Houston Rockets,L,,113,118,12,7,L 2,
CHI,20,Fri Nov 26 2021,7:00p,,Box Score,@,Orlando Magic,W,,123,88,13,7,W 1,
CHI,21,Sat Nov 27 2021,8:00p,,Box Score,,Miami Heat,L,,104,107,13,8,L 1,
CHI,22,Mon Nov 29 2021,8:00p,,Box Score,,Charlotte Hornets,W,,133,119,14,8,W 1,
CHI,23,Thu Dec 2 2021,7:30p,,Box Score,@,New York Knicks,W,,119,115,15,8,W 2,
CHI,24,Sat Dec 4 2021,8:00p,,Box Score,@,Brooklyn Nets,W,,111,107,16,8,W 3,
CHI,25,Mon Dec 6 2021,8:00p,,Box Score,,Denver Nuggets,W,,109,97,17,8,W 4,
CHI,26,Wed Dec 8 2021,7:00p,,Box Score,@,Cleveland Cavaliers,L,,92,115,17,9,L 1,
CHI,27,Sat Dec 11 2021,8:00p,,Box Score,@,Miami Heat,L,,92,118,17,10,L 2,
CHI,28,Sun Dec 19 2021,8:00p,,Box Score,,Los Angeles Lakers,W,,115,110,18,10,W 1,
CHI,29,Mon Dec 20 2021,8:00p,,Box Score,,Houston Rockets,W,,133,118,19,10,W 2,
CHI,30,Sun Dec 26 2021,8:00p,,Box Score,,Indiana Pacers,W,,113,105,20,10,W 3,
CHI,31,Mon Dec 27 2021,7:30p,,Box Score,@,Atlanta Hawks,W,,130,118,21,10,W 4,
CHI,32,Wed Dec 29 2021,8:00p,,Box Score,,Atlanta Hawks,W,,131,117,22,10,W 5,
CHI,33,Fri Dec 31 2021,3:00p,,Box Score,@,Indiana Pacers,W,,108,106,23,10,W 6,
CHI,34,Sat Jan 1 2022,7:00p,,Box Score,@,Washington Wizards,W,,120,119,24,10,W 7,
CHI,35,Mon Jan 3 2022,8:00p,,Box Score,,Orlando Magic,W,,102,98,25,10,W 8,
CHI,36,Fri Jan 7 2022,8:00p,,Box Score,,Washington Wizards,W,,130,122,26,10,W 9,
CHI,37,Sun Jan 9 2022,7:30p,,Box Score,@,Dallas Mavericks,L,,99,113,26,11,L 1,
CHI,38,Tue Jan 11 2022,8:00p,,Box Score,,Detroit Pistons,W,,133,87,27,11,W 1,
CHI,39,Wed Jan 12 2022,10:00p,,Box Score,,Brooklyn Nets,L,,112,138,27,12,L 1,
CHI,40,Fri Jan 14 2022,7:30p,,Box Score,,Golden State Warriors,L,,96,138,27,13,L 2,
CHI,41,Sat Jan 15 2022,8:30p,,Box Score,@,Boston Celtics,L,,112,114,27,14,L 3,
CHI,42,Mon Jan 17 2022,3:30p,,Box Score,@,Memphis Grizzlies,L,,106,119,27,15,L 4,
CHI,43,Wed Jan 19 2022,8:00p,,Box Score,,Cleveland Cavaliers,W,,117,104,28,15,W 1,
CHI,44,Fri Jan 21 2022,8:00p,,Box Score,@,Milwaukee Bucks,L,,90,94,28,16,L 1,
CHI,45,Sun Jan 23 2022,6:00p,,Box Score,@,Orlando Magic,L,,95,114,28,17,L 2,
CHI,46,Mon Jan 24 2022,8:00p,,Box Score,@,Oklahoma City Thunder,W,,111,110,29,17,W 1,
CHI,47,Wed Jan 26 2022,8:00p,,Box Score,,Toronto Raptors,W,,111,105,30,17,W 2,
CHI,48,Fri Jan 28 2022,8:30p,,Box Score,@,San Antonio Spurs,L,,122,131,30,18,L 1,
CHI,49,Sun Jan 30 2022,3:30p,,Box Score,,Portland Trail Blazers,W,,130,116,31,18,W 1,
CHI,50,Tue Feb 1 2022,8:00p,,Box Score,,Orlando Magic,W,,126,115,32,18,W 2,
CHI,51,Thu Feb 3 2022,7:30p,,Box Score,@,Toronto Raptors,L,OT,120,127,32,19,L 1,
CHI,52,Fri Feb 4 2022,7:00p,,Box Score,@,Indiana Pacers,W,,122,115,33,19,W 1,
CHI,53,Sun Feb 6 2022,3:30p,,Box Score,,Philadelphia 76ers,L,,108,119,33,20,L 1,
CHI,54,Mon Feb 7 2022,8:00p,,Box Score,,Phoenix Suns,L,,124,127,33,21,L 2,
CHI,55,Wed Feb 9 2022,7:30p,,Box Score,@,Charlotte Hornets,W,,121,109,34,21,W 1,
CHI,56,Fri Feb 11 2022,8:00p,,Box Score,,Minnesota Timberwolves,W,,134,122,35,21,W 2,
CHI,57,Sat Feb 12 2022,8:00p,,Box Score,,Oklahoma City Thunder,W,,106,101,36,21,W 3,
CHI,58,Mon Feb 14 2022,8:00p,,Box Score,,San Antonio Spurs,W,,120,109,37,21,W 4,
CHI,59,Wed Feb 16 2022,8:00p,,Box Score,,Sacramento Kings,W,,125,118,38,21,W 5,
CHI,60,Thu Feb 24 2022,8:00p,,Box Score,,Atlanta Hawks,W,,112,108,39,21,W 6,
CHI,61,Sat Feb 26 2022,8:00p,,Box Score,,Memphis Grizzlies,L,,110,116,39,22,L 1,
CHI,62,Mon Feb 28 2022,7:30p,,Box Score,@,Miami Heat,L,,99,112,39,23,L 2,
CHI,63,Thu Mar 3 2022,7:00p,,Box Score,@,Atlanta Hawks,L,,124,130,39,24,L 3,
CHI,64,Fri Mar 4 2022,7:30p,,Box Score,,Milwaukee Bucks,L,,112,118,39,25,L 4,
CHI,65,Mon Mar 7 2022,7:00p,,Box Score,@,Philadelphia 76ers,L,,106,121,39,26,L 5,
CHI,66,Wed Mar 9 2022,7:00p,,Box Score,@,Detroit Pistons,W,,114,108,40,26,W 1,
CHI,67,Sat Mar 12 2022,8:00p,,Box Score,,Cleveland Cavaliers,W,,101,91,41,26,W 2,
CHI,68,Mon Mar 14 2022,10:00p,,Box Score,@,Sacramento Kings,L,,103,112,41,27,L 1,
CHI,69,Wed Mar 16 2022,9:00p,,Box Score,@,Utah Jazz,L,,110,125,41,28,L 2,
CHI,70,Fri Mar 18 2022,10:00p,,Box Score,@,Phoenix Suns,L,,102,129,41,29,L 3,
CHI,71,Mon Mar 21 2022,8:00p,,Box Score,,Toronto Raptors,W,,113,99,42,29,W 1,
CHI,72,Tue Mar 22 2022,8:00p,,Box Score,@,Milwaukee Bucks,L,,98,126,42,30,L 1,
CHI,73,Thu Mar 24 2022,8:00p,,Box Score,@,New Orleans Pelicans,L,,109,126,42,31,L 2,
CHI,74,Sat Mar 26 2022,8:00p,,Box Score,@,Cleveland Cavaliers,W,,98,94,43,31,W 1,
CHI,75,Mon Mar 28 2022,7:30p,,Box Score,@,New York Knicks,L,,104,109,43,32,L 1,
CHI,76,Tue Mar 29 2022,7:00p,,Box Score,@,Washington Wizards,W,,107,94,44,32,W 1,
CHI,77,Thu Mar 31 2022,8:00p,,Box Score,,Los Angeles Clippers,W,OT,135,130,45,32,W 2,
CHI,78,Sat Apr 2 2022,8:00p,,Box Score,,Miami Heat,L,,109,127,45,33,L 1,
CHI,79,Tue Apr 5 2022,8:00p,,Box Score,,Milwaukee Bucks,L,,106,127,45,34,L 2,
CHI,80,Wed Apr 6 2022,8:00p,,Box Score,,Boston Celtics,L,,94,117,45,35,L 3,
CHI,81,Fri Apr 8 2022,8:00p,,Box Score,,Charlotte Hornets,L,,117,133,45,36,L 4,
CHI,82,Sun Apr 10 2022,8:30p,,Box Score,@,Minnesota Timberwolves,W,,124,120,46,36,W 1,
BOS,1,Wed Oct 20 2021,7:30p,,Box Score,@,New York Knicks,L,2OT,134,138,0,1,L 1,
BOS,2,Fri Oct 22 2021,7:30p,,Box Score,,Toronto Raptors,L,,83,115,0,2,L 2,
BOS,3,Sun Oct 24 2021,7:00p,,Box Score,@,Houston Rockets,W,,107,97,1,2,W 1,
BOS,4,Mon Oct 25 2021,7:00p,,Box Score,@,Charlotte Hornets,W,OT,140,129,2,2,W 2,
BOS,5,Wed Oct 27 2021,7:30p,,Box Score,,Washington Wizards,L,,107,116,2,3,L 1,
BOS,6,Sat Oct 30 2021,5:00p,,Box Score,@,Washington Wizards,L,2OT,112,115,2,4,L 2,
BOS,7,Mon Nov 1 2021,7:30p,,Box Score,,Chicago Bulls,L,,114,128,2,5,L 3,
BOS,8,Wed Nov 3 2021,7:00p,,Box Score,@,Orlando Magic,W,,92,79,3,5,W 1,
BOS,9,Thu Nov 4 2021,7:30p,,Box Score,@,Miami Heat,W,,95,78,4,5,W 2,
BOS,10,Sat Nov 6 2021,8:30p,,Box Score,@,Dallas Mavericks,L,,104,107,4,6,L 1,
BOS,11,Wed Nov 10 2021,7:30p,,Box Score,,Toronto Raptors,W,,104,88,5,6,W 1,
BOS,12,Fri Nov 12 2021,7:30p,,Box Score,,Milwaukee Bucks,W,OT,122,113,6,6,W 2,
BOS,13,Sat Nov 13 2021,8:00p,,Box Score,@,Cleveland Cavaliers,L,,89,91,6,7,L 1,
BOS,14,Mon Nov 15 2021,7:00p,,Box Score,@,Cleveland Cavaliers,W,,98,92,7,7,W 1,
BOS,15,Wed Nov 17 2021,7:30p,,Box Score,@,Atlanta Hawks,L,,99,110,7,8,L 1,
BOS,16,Fri Nov 19 2021,7:30p,,Box Score,,Los Angeles Lakers,W,,130,108,8,8,W 1,
BOS,17,Sat Nov 20 2021,7:30p,,Box Score,,Oklahoma City Thunder,W,,111,105,9,8,W 2,
BOS,18,Mon Nov 22 2021,7:30p,,Box Score,,Houston Rockets,W,,108,90,10,8,W 3,
BOS,19,Wed Nov 24 2021,7:30p,,Box Score,,Brooklyn Nets,L,,104,123,10,9,L 1,
BOS,20,Fri Nov 26 2021,8:30p,,Box Score,@,San Antonio Spurs,L,,88,96,10,10,L 2,
BOS,21,Sun Nov 28 2021,6:00p,,Box Score,@,Toronto Raptors,W,,109,97,11,10,W 1,
BOS,22,Wed Dec 1 2021,7:30p,,Box Score,,Philadelphia 76ers,W,,88,87,12,10,W 2,
BOS,23,Fri Dec 3 2021,9:00p,,Box Score,@,Utah Jazz,L,,130,137,12,11,L 1,
BOS,24,Sat Dec 4 2021,10:00p,,Box Score,@,Portland Trail Blazers,W,,145,117,13,11,W 1,
BOS,25,Tue Dec 7 2021,10:00p,,Box Score,@,Los Angeles Lakers,L,,102,117,13,12,L 1,
BOS,26,Wed Dec 8 2021,10:30p,,Box Score,@,Los Angeles Clippers,L,,111,114,13,13,L 2,
BOS,27,Fri Dec 10 2021,10:00p,,Box Score,@,Phoenix Suns,L,,90,111,13,14,L 3,
BOS,28,Mon Dec 13 2021,7:30p,,Box Score,,Milwaukee Bucks,W,,117,103,14,14,W 1,
BOS,29,Fri Dec 17 2021,7:30p,,Box Score,,Golden State Warriors,L,,107,111,14,15,L 1,
BOS,30,Sat Dec 18 2021,7:00p,,Box Score,,New York Knicks,W,,114,107,15,15,W 1,
BOS,31,Mon Dec 20 2021,7:30p,,Box Score,,Philadelphia 76ers,L,,103,108,15,16,L 1,
BOS,32,Wed Dec 22 2021,7:30p,,Box Score,,Cleveland Cavaliers,W,,111,101,16,16,W 1,
BOS,33,Sat Dec 25 2021,2:30p,,Box Score,@,Milwaukee Bucks,L,,113,117,16,17,L 1,
BOS,34,Mon Dec 27 2021,8:00p,,Box Score,@,Minnesota Timberwolves,L,,103,108,16,18,L 2,
BOS,35,Wed Dec 29 2021,7:30p,,Box Score,,Los Angeles Clippers,L,,82,91,16,19,L 3,
BOS,36,Fri Dec 31 2021,1:00p,,Box Score,,Phoenix Suns,W,,123,108,17,19,W 1,
BOS,37,Sun Jan 2 2022,6:00p,,Box Score,,Orlando Magic,W,OT,116,111,18,19,W 2,
BOS,38,Wed Jan 5 2022,7:30p,,Box Score,,San Antonio Spurs,L,,97,99,18,20,L 1,
BOS,39,Thu Jan 6 2022,7:30p,,Box Score,@,New York Knicks,L,,105,108,18,21,L 2,
BOS,40,Sat Jan 8 2022,7:30p,,Box Score,,New York Knicks,W,,99,75,19,21,W 1,
BOS,41,Mon Jan 10 2022,7:30p,,Box Score,,Indiana Pacers,W,OT,101,98,20,21,W 2,
BOS,42,Wed Jan 12 2022,7:00p,,Box Score,@,Indiana Pacers,W,,119,100,21,21,W 3,
BOS,43,Fri Jan 14 2022,7:00p,,Box Score,@,Philadelphia 76ers,L,,99,111,21,22,L 1,
BOS,44,Sat Jan 15 2022,8:30p,,Box Score,,Chicago Bulls,W,,114,112,22,22,W 1,
BOS,45,Mon Jan 17 2022,12:30p,,Box Score,,New Orleans Pelicans,W,,104,92,23,22,W 2,
BOS,46,Wed Jan 19 2022,7:30p,,Box Score,,Charlotte Hornets,L,,102,111,23,23,L 1,
BOS,47,Fri Jan 21 2022,7:30p,,Box Score,,Portland Trail Blazers,L,,105,109,23,24,L 2,
BOS,48,Sun Jan 23 2022,3:30p,,Box Score,@,Washington Wizards,W,,116,87,24,24,W 1,
BOS,49,Tue Jan 25 2022,7:30p,,Box Score,,Sacramento Kings,W,,128,75,25,24,W 2,
BOS,50,Fri Jan 28 2022,7:30p,,Box Score,@,Atlanta Hawks,L,,92,108,25,25,L 1,
BOS,51,Sat Jan 29 2022,7:00p,,Box Score,@,New Orleans Pelicans,W,,107,97,26,25,W 1,
BOS,52,Mon Jan 31 2022,7:30p,,Box Score,,Miami Heat,W,,122,92,27,25,W 2,
BOS,53,Wed Feb 2 2022,7:30p,,Box Score,,Charlotte Hornets,W,,113,107,28,25,W 3,
BOS,54,Fri Feb 4 2022,7:00p,,Box Score,@,Detroit Pistons,W,,102,93,29,25,W 4,
BOS,55,Sun Feb 6 2022,6:00p,,Box Score,@,Orlando Magic,W,,116,83,30,25,W 5,
BOS,56,Tue Feb 8 2022,7:30p,,Box Score,@,Brooklyn Nets,W,,126,91,31,25,W 6,
BOS,57,Fri Feb 11 2022,7:30p,,Box Score,,Denver Nuggets,W,,108,102,32,25,W 7,
BOS,58,Sun Feb 13 2022,2:00p,,Box Score,,Atlanta Hawks,W,,105,95,33,25,W 8,
BOS,59,Tue Feb 15 2022,7:30p,,Box Score,@,Philadelphia 76ers,W,,135,87,34,25,W 9,
BOS,60,Wed Feb 16 2022,7:30p,,Box Score,,Detroit Pistons,L,,111,112,34,26,L 1,
BOS,61,Thu Feb 24 2022,7:30p,,Box Score,@,Brooklyn Nets,W,,129,106,35,26,W 1,
BOS,62,Sat Feb 26 2022,12:00p,,Box Score,@,Detroit Pistons,W,,113,104,36,26,W 2,
BOS,63,Sun Feb 27 2022,5:00p,,Box Score,@,Indiana Pacers,L,,107,128,36,27,L 1,
BOS,64,Tue Mar 1 2022,7:30p,,Box Score,,Atlanta Hawks,W,,107,98,37,27,W 1,
BOS,65,Thu Mar 3 2022,7:30p,,Box Score,,Memphis Grizzlies,W,,120,107,38,27,W 2,
BOS,66,Sun Mar 6 2022,1:00p,,Box Score,,Brooklyn Nets,W,,126,120,39,27,W 3,
BOS,67,Wed Mar 9 2022,7:00p,,Box Score,@,Charlotte Hornets,W,,115,101,40,27,W 4,
BOS,68,Fri Mar 11 2022,7:30p,,Box Score,,Detroit Pistons,W,,114,103,41,27,W 5,
BOS,69,Sun Mar 13 2022,3:30p,,Box Score,,Dallas Mavericks,L,,92,95,41,28,L 1,
BOS,70,Wed Mar 16 2022,10:00p,,Box Score,@,Golden State Warriors,W,,110,88,42,28,W 1,
BOS,71,Fri Mar 18 2022,10:00p,,Box Score,@,Sacramento Kings,W,,126,97,43,28,W 2,
BOS,72,Sun Mar 20 2022,8:00p,,Box Score,@,Denver Nuggets,W,,124,104,44,28,W 3,
BOS,73,Mon Mar 21 2022,8:00p,,Box Score,@,Oklahoma City Thunder,W,,132,123,45,28,W 4,
BOS,74,Wed Mar 23 2022,7:30p,,Box Score,,Utah Jazz,W,,125,97,46,28,W 5,
BOS,75,Sun Mar 27 2022,6:00p,,Box Score,,Minnesota Timberwolves,W,,134,112,47,28,W 6,
BOS,76,Mon Mar 28 2022,7:30p,,Box Score,@,Toronto Raptors,L,OT,112,115,47,29,L 1,
BOS,77,Wed Mar 30 2022,7:30p,,Box Score,,Miami Heat,L,,98,106,47,30,L 2,
BOS,78,Fri Apr 1 2022,7:30p,,Box Score,,Indiana Pacers,W,,128,123,48,30,W 1,
BOS,79,Sun Apr 3 2022,1:00p,,Box Score,,Washington Wizards,W,,144,102,49,30,W 2,
BOS,80,Wed Apr 6 2022,8:00p,,Box Score,@,Chicago Bulls,W,,117,94,50,30,W 3,
BOS,81,Thu Apr 7 2022,7:30p,,Box Score,@,Milwaukee Bucks,L,,121,127,50,31,L 1,
BOS,82,Sun Apr 10 2022,7:00p,,Box Score,@,Memphis Grizzlies,W,,139,110,51,31,W 1,
PHI,1,Wed Oct 20 2021,8:00p,,Box Score,@,New Orleans Pelicans,W,,117,97,1,0,W 1,
PHI,2,Fri Oct 22 2021,7:30p,,Box Score,,Brooklyn Nets,L,,109,114,1,1,L 1,
PHI,3,Sun Oct 24 2021,7:00p,,Box Score,@,Oklahoma City Thunder,W,,115,103,2,1,W 1,
PHI,4,Tue Oct 26 2021,7:30p,,Box Score,@,New York Knicks,L,,99,112,2,2,L 1,
PHI,5,Thu Oct 28 2021,7:00p,,Box Score,,Detroit Pistons,W,,110,102,3,2,W 1,
PHI,6,Sat Oct 30 2021,7:30p,,Box Score,,Atlanta Hawks,W,,122,94,4,2,W 2,
PHI,7,Mon Nov 1 2021,7:00p,,Box Score,,Portland Trail Blazers,W,,113,103,5,2,W 3,
PHI,8,Wed Nov 3 2021,7:00p,,Box Score,,Chicago Bulls,W,,103,98,6,2,W 4,
PHI,9,Thu Nov 4 2021,7:00p,,Box Score,@,Detroit Pistons,W,,109,98,7,2,W 5,
PHI,10,Sat Nov 6 2021,8:00p,,Box Score,@,Chicago Bulls,W,,114,105,8,2,W 6,
PHI,11,Mon Nov 8 2021,7:00p,,Box Score,,New York Knicks,L,,96,103,8,3,L 1,
PHI,12,Tue Nov 9 2021,7:30p,,Box Score,,Milwaukee Bucks,L,,109,118,8,4,L 2,
PHI,13,Thu Nov 11 2021,7:00p,,Box Score,,Toronto Raptors,L,,109,115,8,5,L 3,
PHI,14,Sat Nov 13 2021,7:00p,,Box Score,@,Indiana Pacers,L,,113,118,8,6,L 4,
PHI,15,Tue Nov 16 2021,10:00p,,Box Score,@,Utah Jazz,L,,85,120,8,7,L 5,
PHI,16,Thu Nov 18 2021,9:00p,,Box Score,@,Denver Nuggets,W,,103,89,9,7,W 1,
PHI,17,Sat Nov 20 2021,10:00p,,Box Score,@,Portland Trail Blazers,L,,111,118,9,8,L 1,
PHI,18,Mon Nov 22 2021,10:00p,,Box Score,@,Sacramento Kings,W,,102,94,10,8,W 1,
PHI,19,Wed Nov 24 2021,10:00p,,Box Score,@,Golden State Warriors,L,,96,116,10,9,L 1,
PHI,20,Sat Nov 27 2021,6:00p,,Box Score,,Minnesota Timberwolves,L,2OT,120,121,10,10,L 2,
PHI,21,Mon Nov 29 2021,7:00p,,Box Score,,Orlando Magic,W,,101,96,11,10,W 1,
PHI,22,Wed Dec 1 2021,7:30p,,Box Score,@,Boston Celtics,L,,87,88,11,11,L 1,
PHI,23,Fri Dec 3 2021,7:30p,,Box Score,@,Atlanta Hawks,W,,98,96,12,11,W 1,
PHI,24,Mon Dec 6 2021,7:00p,,Box Score,@,Charlotte Hornets,W,OT,127,124,13,11,W 2,
PHI,25,Wed Dec 8 2021,7:00p,,Box Score,@,Charlotte Hornets,W,,110,106,14,11,W 3,
PHI,26,Thu Dec 9 2021,7:00p,,Box Score,,Utah Jazz,L,,96,118,14,12,L 1,
PHI,27,Sat Dec 11 2021,8:30p,,Box Score,,Golden State Warriors,W,,102,93,15,12,W 1,
PHI,28,Mon Dec 13 2021,8:00p,,Box Score,@,Memphis Grizzlies,L,,91,126,15,13,L 1,
PHI,29,Wed Dec 15 2021,7:00p,,Box Score,,Miami Heat,L,,96,101,15,14,L 2,
PHI,30,Thu Dec 16 2021,7:30p,,Box Score,@,Brooklyn Nets,L,,105,114,15,15,L 3,
PHI,31,Mon Dec 20 2021,7:30p,,Box Score,@,Boston Celtics,W,,108,103,16,15,W 1,
PHI,32,Thu Dec 23 2021,7:00p,,Box Score,,Atlanta Hawks,L,,96,98,16,16,L 1,
PHI,33,Sun Dec 26 2021,6:00p,,Box Score,@,Washington Wizards,W,,117,96,17,16,W 1,
PHI,34,Tue Dec 28 2021,7:30p,,Box Score,@,Toronto Raptors,W,,114,109,18,16,W 2,
PHI,35,Thu Dec 30 2021,7:00p,,Box Score,@,Brooklyn Nets,W,,110,102,19,16,W 3,
PHI,36,Mon Jan 3 2022,7:00p,,Box Score,,Houston Rockets,W,,133,113,20,16,W 4,
PHI,37,Wed Jan 5 2022,7:00p,,Box Score,@,Orlando Magic,W,,116,106,21,16,W 5,
PHI,38,Fri Jan 7 2022,7:00p,,Box Score,,San Antonio Spurs,W,,119,100,22,16,W 6,
PHI,39,Mon Jan 10 2022,8:00p,,Box Score,@,Houston Rockets,W,,111,91,23,16,W 7,
PHI,40,Wed Jan 12 2022,7:00p,,Box Score,,Charlotte Hornets,L,,98,109,23,17,L 1,
PHI,41,Fri Jan 14 2022,7:00p,,Box Score,,Boston Celtics,W,,111,99,24,17,W 1,
PHI,42,Sat Jan 15 2022,8:00p,,Box Score,@,Miami Heat,W,,109,98,25,17,W 2,
PHI,43,Mon Jan 17 2022,2:00p,,Box Score,@,Washington Wizards,L,,98,117,25,18,L 1,
PHI,44,Wed Jan 19 2022,7:00p,,Box Score,,Orlando Magic,W,,123,110,26,18,W 1,
PHI,45,Fri Jan 21 2022,7:00p,,Box Score,,Los Angeles Clippers,L,,101,102,26,19,L 1,
PHI,46,Sun Jan 23 2022,7:00p,,Box Score,@,San Antonio Spurs,W,,115,109,27,19,W 1,
PHI,47,Tue Jan 25 2022,7:00p,,Box Score,,New Orleans Pelicans,W,,117,107,28,19,W 2,
PHI,48,Thu Jan 27 2022,7:30p,,Box Score,,Los Angeles Lakers,W,,105,87,29,19,W 3,
PHI,49,Sat Jan 29 2022,7:30p,,Box Score,,Sacramento Kings,W,,103,101,30,19,W 4,
PHI,50,Mon Jan 31 2022,7:00p,,Box Score,,Memphis Grizzlies,W,OT,122,119,31,19,W 5,
PHI,51,Wed Feb 2 2022,7:00p,,Box Score,,Washington Wizards,L,,103,106,31,20,L 1,
PHI,52,Fri Feb 4 2022,10:00p,,Box Score,@,Dallas Mavericks,L,,98,107,31,21,L 2,
PHI,53,Sun Feb 6 2022,3:30p,,Box Score,@,Chicago Bulls,W,,119,108,32,21,W 1,
PHI,54,Tue Feb 8 2022,7:00p,,Box Score,,Phoenix Suns,L,,109,114,32,22,L 1,
PHI,55,Fri Feb 11 2022,7:00p,,Box Score,,Oklahoma City Thunder,W,,100,87,33,22,W 1,
PHI,56,Sat Feb 12 2022,7:30p,,Box Score,,Cleveland Cavaliers,W,,103,93,34,22,W 2,
PHI,57,Tue Feb 15 2022,7:30p,,Box Score,,Boston Celtics,L,,87,135,34,23,L 1,
PHI,58,Thu Feb 17 2022,8:30p,,Box Score,@,Milwaukee Bucks,W,,123,120,35,23,W 1,
PHI,59,Fri Feb 25 2022,8:00p,,Box Score,@,Minnesota Timberwolves,W,,133,102,36,23,W 2,
PHI,60,Sun Feb 27 2022,1:00p,,Box Score,@,New York Knicks,W,,125,109,37,23,W 3,
PHI,61,Wed Mar 2 2022,7:30p,,Box Score,,New York Knicks,W,,123,108,38,23,W 4,
PHI,62,Fri Mar 4 2022,7:00p,,Box Score,,Cleveland Cavaliers,W,,125,119,39,23,W 5,
PHI,63,Sat Mar 5 2022,8:00p,,Box Score,@,Miami Heat,L,,82,99,39,24,L 1,
PHI,64,Mon Mar 7 2022,7:00p,,Box Score,,Chicago Bulls,W,,121,106,40,24,W 1,
PHI,65,Thu Mar 10 2022,7:30p,,Box Score,,Brooklyn Nets,L,,100,129,40,25,L 1,
PHI,66,Sun Mar 13 2022,6:00p,,Box Score,@,Orlando Magic,W,OT,116,114,41,25,W 1,
PHI,67,Mon Mar 14 2022,7:30p,,Box Score,,Denver Nuggets,L,,110,114,41,26,L 1,
PHI,68,Wed Mar 16 2022,7:00p,,Box Score,@,Cleveland Cavaliers,W,,118,114,42,26,W 1,
PHI,69,Fri Mar 18 2022,7:00p,,Box Score,,Dallas Mavericks,W,,111,101,43,26,W 2,
PHI,70,Sun Mar 20 2022,8:30p,,Box Score,,Toronto Raptors,L,,88,93,43,27,L 1,
PHI,71,Mon Mar 21 2022,7:30p,,Box Score,,Miami Heat,W,,113,106,44,27,W 1,
PHI,72,Wed Mar 23 2022,10:00p,,Box Score,@,Los Angeles Lakers,W,,126,121,45,27,W 2,
PHI,73,Fri Mar 25 2022,10:30p,,Box Score,@,Los Angeles Clippers,W,,122,97,46,27,W 3,
PHI,74,Sun Mar 27 2022,6:00p,,Box Score,@,Phoenix Suns,L,,104,114,46,28,L 1,
PHI,75,Tue Mar 29 2022,7:00p,,Box Score,,Milwaukee Bucks,L,,116,118,46,29,L 2,
PHI,76,Thu Mar 31 2022,7:00p,,Box Score,@,Detroit Pistons,L,,94,102,46,30,L 3,
PHI,77,Sat Apr 2 2022,12:30p,,Box Score,,Charlotte Hornets,W,,144,114,47,30,W 1,
PHI,78,Sun Apr 3 2022,6:00p,,Box Score,@,Cleveland Cavaliers,W,,112,108,48,30,W 2,
PHI,79,Tue Apr 5 2022,7:00p,,Box Score,@,Indiana Pacers,W,,131,122,49,30,W 3,
PHI,80,Thu Apr 7 2022,7:30p,,Box Score,@,Toronto Raptors,L,,114,119,49,31,L 1,
PHI,81,Sat Apr 9 2022,1:00p,,Box Score,,Indiana Pacers,W,,133,120,50,31,W 1,
PHI,82,Sun Apr 10 2022,7:00p,,Box Score,,Detroit Pistons,W,,118,106,51,31,W 2,
BKN,1,Tue Oct 19 2021,7:30p,,Box Score,@,Milwaukee Bucks,L,,104,127,0,1,L 1,
BKN,2,Fri Oct 22 2021,7:30p,,Box Score,@,Philadelphia 76ers,W,,114,109,1,1,W 1,
BKN,3,Sun Oct 24 2021,4:00p,,Box Score,,Charlotte Hornets,L,,95,111,1,2,L 1,
